"Rank","Head Location","Starting TMC Code","Latitude","Longitude","Average max length","Average daily duration","Total duration","All events/incidents","Volume Estimate","Base Impact","Speed differential","Congestion","TOTAL DELAY","Segment IDs"
28,"TN-171 S @ TN-265/CENTRAL PIKE","121-09270","36.15374","-86.51627","1.74"," 1 h 37 m","2 d 50 m","0","18,073","3,845","78,866","6,028","3,133,538","121-09270, 121N09271, 121-09271, 121-09272, 121N09273"
29,"TN-171 N @ I-40","121P09271","36.17207","-86.51299","1.26"," 2 h 23 m","2 d 23 h 46 m","0","16,099","4,497","88,354","6,616","3,004,611","121P09271, 121+09271, 121+09270"
30,"US-431 N @ TN-155/WOODMONT BLVD","121+07415","36.11397","-86.81089","1.89"," 1 h 35 m","1 d 23 h 54 m","0","17,410","5,341","81,052","6,413","2,934,181","121+07415, 121P07414"
31,"US-11 S @ I-75","121-08420","35.08577","-85.06668","0.53"," 2 h 37 m","3 d 6 h 57 m","0","38,988","2,400","32,497","2,758","2,892,952","121-08420, 121-08421, 121-08472, 121-08473"
32,"WALNUT GROVE RD W @ HUMPHREYS BLVD","113-10843","35.135060002942","-89.851809989997","2.84"," 50 m","1 d 1 h 20 m","0","21,351","4,273","135,732","7,008","2,863,743","113-10843, 113N10844"
33,"US-31E S @ US-41/US-431/TN-11/SPRING ST","121N04323","36.17327","-86.76568","1.58"," 1 h 36 m","2 d 11 m","0","21,283","3,598","117,173","6,350","2,754,005","121N04323, 121-04323, 121N04324, 121-04324, 121N04325, 121-04325, 121N04326, 121-04326, 121N04327, 121-04327, 121N04328, 121-04328"
34,"US-31A N @ TN-255/HARDING PL","121+09063","36.07894","-86.72613","3.13"," 1 h 4 m","1 d 8 h 6 m","0","17,057","5,118","80,340","6,143","2,669,422","121+09063, 121+09062, 121+09061, 121+09060, 121+09059"
35,"TN-96 W @ I-24","121N06761","35.8471","-86.43859","1.5"," 1 h 17 m","1 d 14 h 30 m","0","18,424","3,380","58,745","4,840","2,663,655","121N06761, 121-06761, 121-08709, 121N06762"
36,"TN-254 W @ I-24","121N09265","36.04477","-86.66093","0.34"," 5 h 44 m","7 d 4 h 24 m","0","16,967","3,413","41,353","4,273","2,571,515","121N09265, 121-09265, 121N50701, 121-50701, 121N09266"
37,"TN-155 E @ US-31A/US-41A/NOLENSVILLE PIKE","121+08687","36.11098","-86.74574","0.86"," 1 h 55 m","2 d 9 h 32 m","0","15,210","2,411","44,435","4,406","2,547,429","121+08687, 121+08686, 121+08685"
38,"US-441 S @ TAZEWELL PIKE","121-10420","36.0234","-83.92582","1.01"," 2 h 2 m","2 d 13 h 26 m","0","22,994","3,421","47,371","3,975","2,457,501","121-10420, 121-10421, 121-10422"
39,"US-70 E @ 17TH ST SW/MELROSE PL SW","121+07071","35.95655","-83.93247","0.65"," 3 h 18 m","4 d 3 h 8 m","0","10,745","3,733","32,003","4,617","2,433,062","121+07071, 121P07070, 121+07070, 121+07069"
40,"US-431 N @ BLAKEMORE AVE/WEDGEWOOD AVE","121+07409","36.13761","-86.80076","0.36"," 8 h 52 m","11 d 2 h 27 m","0","10,712","3,827","41,205","5,008","2,359,635","121+07409, 121P07416, 121+07416, 121P07408, 121+07408, 121+07415"
41,"US-321 W @ TN-67/TN-91/ELIZABETHTON HWY","121N08285","36.32851","-82.26983","0.36"," 7 h 13 m","9 d 40 m","0","12,598","5,521","118,125","7,782","2,359,391","121N08285, 121-08285, 121-08286, 121-08287"
42,"TN-255 N @ ANTIOCH PIKE","121+09250","36.08744","-86.69218","0.58"," 3 h 35 m","4 d 11 h 30 m","0","19,705","3,095","48,642","4,069","2,351,983","121+09250, 121P09249, 121+09249, 121+09248, 121P09247, 121+09247"
43,"US-31 S @ TN-397/MACK HATCHER MEMORIAL PKY","121-05957","35.89131","-86.87713","1.28"," 2 h 44 m","3 d 10 h 27 m","0","10,009","6,042","102,040","8,157","2,350,038","121-05957, 121-05212"
44,"TN-99 W @ I-24","121N50884","35.82565","-86.41544","0.66"," 3 h 49 m","4 d 18 h 41 m","0","11,235","4,047","72,059","6,305","2,337,211","121N50884, 121-50884, 121-50885, 121N50886"
45,"HOUSTON LEVEE RD N @ WALNUT GROVE RD","113+50868","35.1295","-89.72805","2.71"," 49 m","1 d 59 m","0","18,573","3,969","92,001","5,591","2,325,829","113+50868, 113P50867, 113+50867"
46,"US-70S E @ BOWLING AVE","121-08648","36.13468","-86.82501","1.11"," 1 h 58 m","2 d 11 h 12 m","0","20,979","3,109","60,519","4,332","2,292,924","121-08648, 121-05893, 121N05892, 121-05892, 121-08647, 121N05891, 121-05891"
47,"TN-96 E @ US-231/TN-10/MEML BLVD/CLARK BLVD","121+06763","35.86171","-86.39031","0.7"," 2 h 38 m","3 d 7 h 4 m","0","16,287","3,312","59,353","4,772","2,288,020","121+06763, 121+08713, 121P06762"
48,"SHALLOWFORD RD E @ I-75","121P10300","35.04218","-85.15499","0.25"," 8 h 48 m","11 d 25 m","0","11,762","3,999","52,167","5,236","2,224,362","121P10300, 121+10300"
49,"HOUSTON LEVEE RD N @ US-72/W POPLAR AVE","113+50865","35.05168","-89.73254","0.32"," 6 h 33 m","8 d 4 h 51 m","0","16,616","3,793","54,005","4,605","2,184,777","113+50865, 113+50864"
50,"US-412 E @ CAMPBELL ST/OLD MEDINA RD/EXIT 83","121N05785","35.67513","-88.80316","1.12"," 1 h 21 m","1 d 16 h 39 m","0","23,868","3,106","115,854","5,328","2,174,268","121N05785, 121-05785, 121N05784, 121-05784"
51,"TN-255 N @ US-31/US-41/TN-11/NOLENSVILLE PIKE","121P09247","36.07975","-86.72573","0.52"," 3 h 57 m","4 d 22 h 39 m","0","16,394","3,053","68,571","4,934","2,169,718","121P09247, 121+09247, 121+09246, 121P09245, 121+09245, 121P09244, 121+09244"
52,"BATTERY LN W @ GRANNY WHITE PIKE","121N50759","36.08938","-86.80291","0.25"," 13 h 10 m","16 d 11 h 23 m","0","13,957","5,614","102,024","6,860","2,146,925","121N50759, 121-50759, 121N50760"
53,"US-321 W @ I-75","121N05543","35.82922","-84.28035","0.7"," 3 h 43 m","4 d 15 h 47 m","0","26,479","2,917","43,452","3,336","2,136,993","121N05543, 121-05543"
54,"TN-386 S @ I-65","121-04241","36.30493","-86.70599","2.89"," 45 m"," 22 h 53 m","0","29,629","2,752","107,900","4,507","2,081,098","121-04241, 121N04242, 121-04242, 121N04243, 121N04676, 121-04676, 121N04677, 121-04677, 121N04678, 121-04678, 121N04679, 121-04679, 121N04680, 121-04680, 121N04681, 121-04681, 121N04682"
55,"US-321 E @ I-75","121P05543","35.828","-84.27877","0.14"," 11 h 9 m","13 d 22 h 51 m","0","25,908","2,549","46,814","3,243","2,014,638","121P05543, 121+05543, 121P05542"
56,"US-31A S @ TN-253/CONCORD RD","121-09061","35.99686","-86.68989","4.56"," 45 m"," 22 h 54 m","0","15,461","5,786","101,843","6,444","1,962,773","121-09061, 121-09062, 121N09063, 121-09063, 121-09064, 121N09065, 121-09065, 121N09066, 121-09066, 121N09067, 121-09067"
57,"US-70S W @ MURPHY RD/ORLEANS DR","121+08649","36.13935","-86.81912","0.56"," 1 h 38 m","2 d 1 h 4 m","0","24,296","1,521","21,521","2,149","1,924,865","121+08649, 121+08650, 121+08651, 121+08652, 121+08653"
58,"US-129 N @ J E KARNES BRG/NEYLAND DR","121+08336","35.94643","-83.94648","3.23"," 26 m"," 13 h 25 m","0","21,793","2,487","69,993","4,066","1,902,417","121+08336, 121+08335"
59,"US-70S E @ TN-268/N THOMPSON LN","121-08665","35.87651","-86.42468","1.88"," 46 m"," 23 h 27 m","0","19,820","2,633","74,219","4,308","1,877,277","121-08665, 121N08642"
60,"US-27 S @ I-24","121N06186","35.01691","-85.29315","0.96"," 35 m"," 17 h 49 m","0","53,812","937","32,035","1,767","1,830,480","121N06186, 121-06186, 121N07297"
61,"US-31A N @ MCCALL ST","121+09064","36.09964","-86.73946","1.68"," 1 h 17 m","1 d 14 h 46 m","0","16,722","3,716","61,547","4,505","1,813,864","121+09064, 121P09063, 121+09063, 121+09062"
62,"TN-66 S @ I-40","121N08239","35.98148","-83.60808","0.29"," 8 h 4 m","10 d 2 h 18 m","0","15,087","4,263","63,568","4,873","1,802,472","121N08239"
63,"TN-155 N @ I-40/EXIT 27","121-05904","36.15119","-86.8578","0.09"," 6 h 23 m","7 d 23 h 55 m","0","68,345","929","14,121","1,074","1,797,438","121-05904, 121N05904, 121-05903"
64,"TN-96 E @ CAROTHERS PKWY","121+50744","35.91288","-86.81954","0.39"," 8 h 38 m","10 d 19 h 4 m","0","13,474","4,312","76,075","5,313","1,714,008","121+50744, 121P05924, 121+05924, 121P08704, 121+08704"
65,"US-411 N @ TN-339/LONG SPRINGS RD","121+08138","35.87071","-83.49734","4.12"," 44 m"," 22 h 28 m","0","12,254","5,495","86,871","6,194","1,704,276","121+08138, 121+11584"
66,"US-431 S @ HARDING PL","121-07414","36.092","-86.82804","2.57"," 45 m"," 22 h 32 m","0","18,423","3,299","49,677","3,813","1,698,402","121-07414, 121-07415, 121N07408, 121-07408, 121N07416, 121-07416, 121-07409"
67,"US-79 E @ US-41A/TN-12/FT CAMPBELL BLVD","121P06006","36.55156","-87.39381","0.13"," 16 h 40 m","20 d 20 h 4 m","0","18,611","2,402","36,567","3,082","1,676,282","121P06006, 121+06006"
68,"TN-62 E @ TN-162/PELLISSIPPI PKY","121-05536","35.97997","-84.18161","2.39"," 16 m"," 8 h 19 m","0","21,665","1,348","45,209","3,273","1,667,535","121-05536, 121N08226, 121-08226, 121N08227"
69,"TN-385 W @ I-240","113P04237","35.08111","-89.87569","2.11"," 17 m"," 8 h 37 m","0","61,264","772","29,714","1,472","1,656,417","113P04237, 113+04237, 113P04236, 113+04236, 113P04235, 113+04235, 113P04234, 113+04234"
70,"TN-254 W @ TN-100","121N09257","36.06229","-86.90461","0.51"," 15 h 55 m","19 d 21 h 45 m","0","8,220","6,637","134,785","8,767","1,644,322","121N09257, 121-09257, 121-09258"
71,"US-79 W @ PEACHERS MILL RD","121-07146","36.55015","-87.38263","1.26"," 53 m","1 d 2 h 57 m","0","22,474","1,937","32,719","2,581","1,630,253","121-07146, 121N06007, 121-06007"
72,"US-441 N @ US-411/MAIN ST","121P12284","35.86942","-83.56764","0.05"," 4 h 51 m","6 d 1 h 57 m","0","33,931","1,086","18,895","1,558","1,629,672","121P12284, 121+12284, 121P12283, 121+12283, 121P12282"
73,"TN-168 S @ US-129/ALCOA HWY","121N10431","35.88528","-83.95486","0.29"," 3 h 38 m","4 d 13 h 29 m","0","21,634","1,668","38,347","2,812","1,627,344","121N10431, 121-10431, 121N10432"
74,"US-70 W @ AMERICAN RD","121-04417","36.14445","-86.87272","1.39"," 1 h 40 m","2 d 2 h 22 m","0","13,363","3,672","56,178","4,522","1,626,832","121-04417, 121-04418, 121-04419, 121-04420"
75,"US-11 N @ SGT PAUL HUFF PKY NW/STUART RD NE","121+08480","35.20106","-84.84564","0.25"," 8 h 29 m","10 d 14 h 36 m","0","15,166","3,704","63,566","4,480","1,603,061","121+08480, 121+08478, 121P08477, 121+08477"
76,"US-70S E @ HARDING PL","121-08645","36.10221","-86.87027","0.25"," 9 h 23 m","11 d 17 h 53 m","0","14,414","4,039","80,538","5,035","1,553,162","121-08645, 121N05890, 121-05890"
77,"HARDIN VALLEY RD W @ TN-162/PELLISSIPPI PKY","121N10482","35.94922","-84.15859","0.18"," 8 h 59 m","11 d 5 h 48 m","0","18,344","2,645","43,189","3,267","1,552,214","121N10482, 121-10482, 121N10483"
78,"MEDICAL CENTER PKWY W @ I-24","121N12461","35.86746","-86.45726","0.66"," 1 h 36 m","2 d 21 m","0","14,436","2,279","42,322","3,494","1,534,084","121N12461, 121-12461, 121N12462"
79,"TN-255 N @ I-24","121+09249","36.08532","-86.70213","0.86"," 1 h 14 m","1 d 13 h 7 m","0","21,004","1,729","30,016","2,453","1,530,326","121+09249, 121+09248, 121P09247, 121+09247"
80,"US-70S E @ I-40/I-65","121-08654","36.15564","-86.78972","0.61"," 1 h 38 m","2 d 1 h 15 m","0","18,653","1,505","18,804","2,039","1,524,449","121-08654, 121-08619, 121-08653, 121-08652, 121-08651, 121-08650, 121-08649, 121N08618, 121-08618, 121-08648"
81,"TN-385 E @ RIDGEWAY RD","113N04236","35.07213","-89.85723","1.16"," 24 m"," 12 h 4 m","0","67,350","803","28,128","1,309","1,498,031","113N04236, 113-04236, 113N04237"
82,"US-11 S @ BROWNS FERRY RD/WAUHATCHIE PIKE","121-08439","35.02033","-85.36576","2.12"," 14 m"," 7 h 9 m","0","36,819","788","19,829","1,456","1,494,525","121-08439, 121-08440, 121-08441, 121-08442, 121-08443, 121-08444, 121N08445, 121-08445, 121N08446"
83,"US-231 N @ W LOKEY AVE","121+06845","35.8559","-86.3946","1.1"," 1 h 19 m","1 d 15 h 40 m","0","16,440","2,168","37,983","3,047","1,447,428","121+06845, 121+06017, 121+06846, 121P06846, 121+06847"
84,"TN-385 W @ RIDGEWAY RD","113+04236","35.07179","-89.85627","1.73"," 18 m"," 9 h 16 m","0","49,768","849","31,982","1,616","1,443,102","113+04236, 113P04235, 113+04235, 113P04234, 113+04234"
85,"US-70S W @ TN-268/N THOMPSON LN","121+08665","35.87664","-86.42452","0.82"," 1 h 34 m","1 d 23 h 9 m","0","13,811","2,233","54,647","3,880","1,442,934","121+08665, 121+08666"
86,"TN-171 N @ I-24","121P09267","36.01561","-86.62017","0.16"," 11 h 56 m","14 d 22 h 20 m","0","10,885","3,385","52,308","4,430","1,431,664","121P09267"
87,"US-11 N @ US-41/US-72/TN-2/CUMMINGS HWY","121P08438","35.01809","-85.38041","0.04"," 9 h 22 m","11 d 17 h 14 m","0","34,112","595","11,536","1,152","1,424,792","121P08438"
88,"TN-386 S @ CONFERENCE DR/EXIT 1","121N04242","36.30586","-86.70304","2.25"," 9 m"," 4 h 48 m","0","29,902","857","39,532","2,484","1,415,843","121N04242, 121-04242, 121N04243, 121N04676, 121-04676, 121N04677, 121-04677, 121N04678, 121-04678, 121N04679, 121-04679, 121N04680, 121-04680"
89,"US-31A S @ ROCKY FORK RD/CLOVERCROFT RD","121-09060","35.95221","-86.66934","6.15"," 44 m"," 22 h 19 m","0","8,323","6,743","111,282","7,702","1,415,559","121-09060, 121-09061, 121-09062, 121N09063, 121-09063, 121-09064, 121N09065, 121-09065, 121N09066, 121-09066, 121N09067, 121-09067"
90,"US-27 S @ E 28TH ST","121-06825","35.01509","-85.2935","0.42"," 1 h 10 m","1 d 11 h 6 m","0","48,235","784","23,329","1,435","1,407,175","121-06825, 121N06186, 121-06186, 121N07297"
91,"US-70S E @ PARTHENON PKY/NIR SHREIBMAN BLVD","121-08658","36.02463","-86.58645","1.99"," 1 h","1 d 6 h","0","13,547","3,218","66,477","4,433","1,401,249","121-08658, 121N08638, 121-08638, 121-08637, 121-08636"
92,"TN-99 W @ MIDDLE TENNESSEE BLVD","121-50885","35.8342","-86.41074","0.87"," 1 h 40 m","2 d 2 h 14 m","0","11,944","2,604","48,745","3,882","1,376,070","121-50885, 121N50886"
93,"TN-6 S @ TN-155/BRILEY PKY/EXIT 14","121-09170","36.23747","-86.72433","1.46"," 1 h 7 m","1 d 9 h 42 m","0","15,601","2,891","46,873","3,502","1,364,833","121-09170, 121-09171, 121N09172"
94,"US-11 N @ TN-60/25TH ST","121P08477","35.17853","-84.86446","0.12"," 10 h 37 m","13 d 6 h 49 m","0","15,703","2,323","33,607","2,903","1,333,631","121P08477, 121+08477, 121+08476"
95,"WALNUT GROVE RD W @ I-240","113-10842","35.13091","-89.86534","0.31"," 3 h 1 m","3 d 18 h 30 m","0","33,295","1,597","36,730","2,053","1,324,135","113-10842, 113N10843, 113-10843"
96,"US-11W S @ N EASTMAN RD","121-08413","36.54729","-82.51708","0.35"," 4 h 36 m","5 d 18 h 29 m","0","19,878","2,646","44,594","3,048","1,318,399","121-08413, 121N05614"
97,"TN-6 N @ CONFERENCE DR","121+13671","36.30274","-86.69183","1.19"," 1 h 4 m","1 d 8 h 25 m","0","16,351","2,499","39,198","3,061","1,316,672","121+13671, 121P09172, 121+09172, 121+09171, 121P09170"
98,"BATTERY LN E @ US-31/FRANKLIN PIKE","121P50760","36.08659","-86.77194","0.17"," 12 h","15 d 4 m","0","14,495","3,194","52,779","3,807","1,313,140","121P50760, 121+50760, 121P50759"
99,"TN-386 S @ CENTER POINT RD/EXIT 2","121-04677","36.3126","-86.66484","3.21"," 24 m"," 12 h 22 m","0","28,917","1,739","68,486","2,878","1,310,090","121-04677, 121N04678, 121-04678, 121N04679, 121-04679, 121N04680, 121-04680, 121N04681, 121-04681, 121N04682, 121-04682, 121N11563"
100,"US-70S W @ BOWLING AVE","121+08648","36.13468","-86.82501","0.29"," 5 h 41 m","7 d 2 h 33 m","0","21,370","2,006","36,428","2,541","1,304,416","121+08648, 121P08618, 121+08618, 121+08649, 121+08650, 121+08651, 121+08652, 121+08653"
101,"TN-254 E @ I-24","121P09265","36.04561","-86.65845","0.48"," 3 h 41 m","4 d 14 h 38 m","0","20,037","1,923","24,185","2,143","1,302,814","121P09265, 121+09265, 121+09264, 121P09263, 121+09263, 121+09262, 121P09261, 121+09261, 121+09260"
102,"TN-96 W @ I-65","121N05924","35.91441","-86.82515","0.28"," 6 h 1 m","7 d 12 h 30 m","0","12,628","2,615","38,863","3,391","1,295,280","121N05924, 121-05924, 121-50744"
103,"US-321 E @ TN-67/TN-91/ELIZABETHTON HWY","121P08285","36.32922","-82.26954","0.36"," 4 h 6 m","5 d 3 h 25 m","0","13,828","3,031","80,482","4,452","1,287,332","121P08285, 121+08285, 121+08284"
104,"US-431 N @ SNEED RD W","121+07442","36.01966","-86.88689","1.53"," 2 h 14 m","2 d 19 h 27 m","0","8,735","5,040","110,905","6,792","1,287,142","121+07442, 121+07412, 121P07411, 121+07411"
105,"US-231 N @ JOE B JACKSON PKWY","121+50889","35.77738","-86.40156","5.65"," 31 m"," 15 h 42 m","0","11,403","4,193","131,112","6,246","1,279,375","121+50889, 121+50890, 121+06841, 121+06014, 121P06014, 121+06842"
106,"TN-56 N @ I-40/BAXTER RD/EXIT 280","121+06142","36.137029998398","-85.632680016929","4.52"," 7 m"," 3 h 48 m","0","20,764","1,186","57,779","3,281","1,261,605","121+06142, 121P08935, 121+08935, 121P06141"
107,"US-31A S @ TN-254/OLD HICKORY BLVD","121-09062","36.04538","-86.71325","3.86"," 17 m"," 8 h 32 m","0","17,981","1,861","30,217","2,463","1,247,978","121-09062, 121N09063, 121-09063, 121-09064, 121N09065, 121-09065, 121N09066, 121-09066, 121N09067, 121-09067, 121-09068"
108,"JEFFERSON ST E @ US-41A/ROSA L PARKS BLVD","121+13495","36.17326","-86.79138","0.46"," 3 h 7 m","3 d 21 h 48 m","0","10,950","2,580","39,786","3,549","1,236,623","121+13495, 121+13494, 121+13493"
109,"US-70S E @ CHEROKEE RD","121-05893","36.1303","-86.83779","1.2"," 37 m"," 18 h 35 m","0","20,063","1,086","22,651","1,915","1,232,065","121-05893, 121N05892, 121-05892, 121-08647, 121N05891, 121-05891"
110,"US-431 S @ TN-46/OLD HILLSBORO RD","121-07412","36.00753","-86.88717","1.24"," 2 h 37 m","3 d 6 h 54 m","0","8,811","4,858","115,350","6,767","1,231,913","121-07412, 121-07442, 121-07413, 121N07414"
111,"TN-155 E @ I-40","121+07768","36.14086","-86.69995","1.74"," 36 m"," 18 h 18 m","0","20,435","1,782","41,641","2,628","1,223,878","121+07768, 121P08692, 121+08692, 121P08691, 121+08691, 121P08688"
112,"WOLF RIVER BLVD E @ HOUSTON LEVEE RD","113+15538","35.0952","-89.73007","1.58"," 44 m"," 22 h 24 m","0","22,608","1,842","35,910","2,344","1,199,651","113+15538, 113+15537, 113+15536, 113P15535"
113,"TN-6 N @ AIRPORT RD","121+09180","36.41131","-86.41207","1.51"," 1 h 44 m","2 d 4 h 20 m","0","6,095","4,462","113,062","7,753","1,198,926","121+09180, 121+09179, 121+09178, 121P09177"
114,"TN-13 N @ TN-149","121P08740","36.47381","-87.37707","1.67"," 2 h 20 m","2 d 22 h 20 m","0","8,140","6,161","149,935","7,782","1,194,950","121P08740, 121+08740, 121P08759"
115,"N ACCESS RD W @ HIXSON PIKE","121N10263","35.11448","-85.25694","0.06"," 14 h 53 m","18 d 14 h 56 m","0","16,012","1,581","27,444","2,361","1,189,090","121N10263, 121-10263, 121N10264"
116,"VETERANS PKWY S @ US-231/S CHURCH ST","121N50887","35.78599","-86.4007","0.08"," 17 h 15 m","21 d 13 h 55 m","0","12,051","1,896","44,638","3,431","1,180,068","121N50887, 121-50887"
117,"TN-253 E @ US-31A/US-41A/NOLENSVILLE PIKE","121P50682","35.99686","-86.68989","0.32"," 15 h 58 m","19 d 23 h 28 m","0","9,530","4,854","93,122","5,932","1,172,415","121P50682, 121+50682, 121+50681, 121P50680, 121+50680, 121P50679, 121+50679"
118,"MURRAY LN W @ GRANNY WHITE PIKE","121N50751","36.01577","-86.82116","0.19"," 3 h 43 m","4 d 15 h 48 m","0","13,743","2,029","43,591","3,208","1,171,297","121N50751, 121-50751, 121N50752"
119,"US-31 S @ THOMPSON STATION RD","121-05210","35.797","-86.90544","2.32"," 45 m"," 22 h 34 m","0","10,848","2,824","73,437","4,512","1,137,273","121-05210, 121N11637, 121-11637, 121N05211, 121-05211"
120,"TN-374 N @ TN-48/TRENTON RD","121+12411","36.57766","-87.31504","0.71"," 1 h 26 m","1 d 19 h","0","14,559","1,724","46,299","3,110","1,136,505","121+12411, 121P12410"
121,"WESTLAND DR W @ I-140/PELLISSIPPI PKY","121N10694","35.87581","-84.0952","0.33"," 11 h 27 m","14 d 7 h 53 m","0","8,269","4,512","83,420","5,758","1,134,707","121N10694, 121-10694, 121-10695, 121N10696"
122,"US-70 E @ I-40/EXIT 209","121+04426","36.16076","-86.79363","0.67"," 49 m","1 d 53 m","0","32,994","892","13,166","1,144","1,118,274","121+04426, 121P04425, 121+04425, 121+04424, 121+04423"
123,"WEDGEWOOD AVE E @ I-65","121P09327","36.13426","-86.77472","0.4"," 2 h 53 m","3 d 14 h 50 m","0","15,177","1,675","18,966","2,043","1,107,893","121P09327, 121+09327, 121+09326, 121+09325, 121P09324, 121+09324"
124,"US-70 W @ CAMPBELL STATION RD","121-07055","35.88125","-84.16045","0.76"," 2 h 4 m","2 d 14 h 20 m","0","10,821","2,564","47,959","3,651","1,101,212","121-07055, 121-07056, 121-07057, 121N07058"
125,"TN-109 S @ US-70/TN-24/LEBANON RD","121N06065","36.23213","-86.42864","0.61"," 6 h 41 m","8 d 8 h 58 m","0","9,348","6,346","127,915","7,010","1,090,669","121N06065, 121-06065, 121N06066"
126,"TN-448 N @ TN-66/WINFIELD DUNN PKWY","121P12287","35.87243","-83.56834","0.1"," 7 h 23 m","9 d 5 h 59 m","0","16,260","1,501","24,500","2,118","1,088,603","121P12287, 121+12287, 121+12286, 121P12285"
127,"RIVERDALE RD S @ WINCHESTER RD","113-05505","35.04917","-89.83","0.31"," 3 h 37 m","4 d 12 h 43 m","0","16,250","2,042","37,847","2,687","1,082,270","113-05505, 113N07488, 113-07488"
128,"TN-268 N @ HAYNES DR","121+50917","35.89371","-86.42338","1.24"," 55 m","1 d 3 h 44 m","0","14,325","2,054","45,888","3,019","1,071,494","121+50917, 121P50916"
129,"TN-131 W @ I-40","121N10459","35.90563","-84.14453","0.17"," 3 h 43 m","4 d 15 h 48 m","0","19,074","905","10,753","1,288","1,049,186","121N10459, 121-10459"
130,"TN-45 W @ I-40","121N09234","36.1712","-86.60167","0.12"," 3 h 47 m","4 d 17 h 35 m","0","42,596","824","10,323","914","1,045,824","121N09234"
131,"N CEDAR BLUFF RD S @ I-40/I-75","121-10591","35.91877","-84.09114","1.63"," 57 m","1 d 4 h 40 m","0","12,943","2,790","34,573","3,052","1,043,746","121-10591, 121N10592"
132,"5TH AVE N @ US-70/BROADWAY","121+13535","36.16048","-86.77842","0.27"," 10 h 23 m","12 d 23 h 34 m","0","3,911","4,628","31,582","5,204","1,042,521","121+13535, 121+13534, 121P13533, 121+13533, 121P13532"
133,"US-31 S @ TN-441/MOORES LN/LYNWOOD WAY","121N05213","35.97288","-86.83346","0.21"," 8 h 30 m","10 d 15 h 10 m","0","8,837","3,244","60,762","4,488","1,006,635","121N05213, 121-05213, 121N05214, 121-05214, 121N50753, 121-50753, 121N05215"
134,"TN-177 N @ WOLF RIVER BLVD","113+05462","35.11303","-89.8021","1.25"," 29 m"," 14 h 36 m","0","28,084","1,086","17,118","1,344","997,701","113+05462, 113P07520, 113+07520"
135,"TN-62 W @ ED SHOUSE RD","121P08223","35.97342","-83.98265","0.09"," 12 h 44 m","15 d 22 h 3 m","0","18,684","1,916","33,196","2,318","995,962","121P08223, 121+08223, 121P05537"
136,"TN-170 E @ MELTON LAKE DR","121P10615","36.01765","-84.16612","0.25"," 8 h 2 m","10 d 1 h 6 m","0","7,626","4,465","121,838","6,518","992,451","121P10615, 121+10615, 121P10614"
137,"US-231 S @ RUTHERFORD BLVD","121-06842","35.81944","-86.39551","1.32"," 38 m"," 19 h 26 m","0","17,446","1,256","22,622","1,858","983,506","121-06842, 121-06014, 121N06014, 121-06841, 121-50890, 121-50889"
138,"US-411 N @ TN-448/N PARKWAY","121+11584","35.86842","-83.56297","0.27"," 5 h 13 m","6 d 12 h 57 m","0","10,684","2,546","32,773","3,042","977,141","121+11584"
139,"TN-253 E @ TN-252/WILSON PIKE","121P50680","35.9955","-86.77848","0.41"," 3 h 26 m","4 d 7 h 6 m","0","18,182","1,937","38,230","2,437","960,613","121P50680, 121+50680, 121P50679, 121+50679, 121P50678"
140,"TN-58 S @ TN-153/AMNICOLA HWY","121N09367","35.08892","-85.22039","0.63"," 1 h 39 m","2 d 1 h 45 m","0","18,803","1,768","44,014","2,518","960,096","121N09367, 121-09367, 121N09368, 121-09368"
141,"US-70 W @ TN-332/NORTHSHORE DR","121-07066","35.93287","-84.00257","1.68"," 59 m","1 d 5 h 42 m","0","9,714","2,886","41,205","3,498","954,787","121-07066, 121-07067, 121N07068"
142,"WEDGEWOOD AVE W @ US-31/TN-6/8TH AVE S","121-09326","36.13424","-86.77908","0.28"," 2 h 53 m","3 d 14 h 54 m","0","15,321","1,361","16,484","1,726","952,472","121-09326, 121N09327, 121-09327, 121N09328, 121-09328, 121N09350"
143,"TN-33 S @ US-441/TN-71/NORRIS FWY","121N10662","36.08162","-83.92742","0.29"," 3 h 8 m","3 d 22 h 29 m","0","17,161","1,865","37,787","2,380","948,603","121N10662, 121-10662, 121N10663, 121-10663"
144,"ANTIOCH PIKE S @ TN-255/HARDING PL","121-50691","36.08744","-86.69218","1.67"," 43 m"," 21 h 30 m","0","9,848","2,156","35,593","3,048","946,613","121-50691, 121N50692"
